date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:50:16	8067/8067	---M-Z	200	added ('OK')	text/css	etag:%221f83-68183d87-3b7ee4fd4516de98;gz%22	https://html.rrdevs.net/edcare/assets/css/daterangepicker.css	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/assets/css/daterangepicker.css	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:17	15574/15574	---M-Z	200	added ('OK')	text/css	etag:%223cd6-68183d87-75111995206eeb1b;gz%22	https://html.rrdevs.net/edcare/assets/css/swiper.min.css	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/assets/css/swiper.min.css	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:17	495619/495619	---M-Z	200	added ('OK')	text/css	etag:%2279003-68183d87-96e477696ff5117a;gz%22	https://html.rrdevs.net/edcare/assets/css/main.css	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/assets/css/main.css	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:17	137310/137310	---M-Z	200	added ('OK')	text/html	etag:%222185e-68183d88-8b36466151427f56;gz%22	https://html.rrdevs.net/edcare/index.html	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/index.html	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:18	4098/4098	---M--	200	added ('OK')	image/png	etag:%221002-68183d87-69828f7dde4e6a36;;;%22	https://html.rrdevs.net/edcare/assets/img/logo/logo-1.png	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/assets/img/logo/logo-1.png	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:18	75309/75309	---M-Z	200	added ('OK')	text/html	etag:%221262d-68183d88-57664671a468da04;gz%22	https://html.rrdevs.net/edcare/index-2.html	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/index-2.html	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:19	206712/206712	---M-Z	200	added ('OK')	text/html	etag:%2232778-68183d88-e751596d9bb55ccb;gz%22	https://html.rrdevs.net/edcare/index-3.html	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/index-3.html	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:19	101332/101332	---M-Z	200	added ('OK')	text/html	etag:%2218bd4-68183d88-92c2af3b48853097;gz%22	https://html.rrdevs.net/edcare/index-4.html	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/index-4.html	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:19	60077/60077	---M-Z	200	added ('OK')	text/html	etag:%22eaad-68183d88-42d4c9a21d526d30;gz%22	https://html.rrdevs.net/edcare/index-5.html	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/index-5.html	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:20	61214/61214	---M-Z	200	added ('OK')	text/html	etag:%22ef1e-68183d88-e920ee14cbccebbf;gz%22	https://html.rrdevs.net/edcare/index-6.html	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/index-6.html	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:20	209860/209860	---M-Z	200	added ('OK')	text/html	etag:%22333c4-68183d88-9dc576b81bc6da68;gz%22	https://html.rrdevs.net/edcare/index-7.html	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/index-7.html	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:20	165879/165879	---M-Z	200	added ('OK')	text/html	etag:%22287f7-68183d88-8815ddd98099cb5e;gz%22	https://html.rrdevs.net/edcare/index-8.html	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/index-8.html	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:20	58728/58728	---M-Z	200	added ('OK')	text/html	etag:%22e568-68183d88-d2b5e04298016f36;gz%22	https://html.rrdevs.net/edcare/index-9.html	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/index-9.html	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:21	95398/95398	---M-Z	200	added ('OK')	text/html	etag:%22174a6-68183d88-8fe62fc7a1c7259d;gz%22	https://html.rrdevs.net/edcare/index-10.html	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/index-10.html	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:21	79013/79013	---M-Z	200	added ('OK')	text/html	etag:%22134a5-68183d88-f723529f68510a35;gz%22	https://html.rrdevs.net/edcare/index-11.html	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/index-11.html	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:21	50193/50193	---M-Z	200	added ('OK')	text/html	etag:%22c411-68183d88-ddf30d3b104ccc04;gz%22	https://html.rrdevs.net/edcare/index-12.html	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/index-12.html	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:22	61280/61280	---M-Z	200	added ('OK')	text/html	etag:%22ef60-68183d88-fb18665caab4a0a0;gz%22	https://html.rrdevs.net/edcare/index-13.html	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/index-13.html	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:22	74876/74876	---M-Z	200	added ('OK')	text/html	etag:%221247c-68183d88-9876ed2ecb41ffe8;gz%22	https://html.rrdevs.net/edcare/index-14.html	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/index-14.html	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:23	61499/61499	---M-Z	200	added ('OK')	text/html	etag:%22f03b-68183d88-bfcaa6f2df7d7baf;gz%22	https://html.rrdevs.net/edcare/index-15.html	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/index-15.html	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:23	77319/77319	---M-Z	200	added ('OK')	text/html	etag:%2212e07-68183d88-fbc95867fe85d88b;gz%22	https://html.rrdevs.net/edcare/index-16.html	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/index-16.html	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:23	67757/67757	---M-Z	200	added ('OK')	text/html	etag:%22108ad-68183d88-e35b1dd1f8e23e2d;gz%22	https://html.rrdevs.net/edcare/index-17.html	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/index-17.html	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:24	53639/53639	---M-Z	200	added ('OK')	text/html	etag:%22d187-68183d88-92897b9d98d64ff7;gz%22	https://html.rrdevs.net/edcare/index-18.html	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/index-18.html	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:24	66332/66332	---M-Z	200	added ('OK')	text/html	etag:%221031c-68183d88-3febadb070a93b0b;gz%22	https://html.rrdevs.net/edcare/index-19.html	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/index-19.html	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:24	71452/71452	---M-Z	200	added ('OK')	text/html	etag:%221171c-68183d88-7827a5db533d1123;gz%22	https://html.rrdevs.net/edcare/index-20.html	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/index-20.html	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:25	67815/67815	---M-Z	200	added ('OK')	text/html	etag:%22108e7-68183d88-8e77e0662eb5a591;gz%22	https://html.rrdevs.net/edcare/index-21.html	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/index-21.html	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:25	38135/38135	---M-Z	200	added ('OK')	text/html	etag:%2294f7-68183d88-2bc37f3336dc30a5;gz%22	https://html.rrdevs.net/edcare/course.html	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/course.html	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:25	44169/44169	---M-Z	200	added ('OK')	text/html	etag:%22ac89-68183d88-80cbb40d5cc59606;gz%22	https://html.rrdevs.net/edcare/course-details.html	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/course-details.html	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:26	37891/37891	---M-Z	200	added ('OK')	text/html	etag:%229403-68183d88-7018979df3b6753;gz%22	https://html.rrdevs.net/edcare/shop.html	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/shop.html	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:26	48711/48711	---M-Z	200	added ('OK')	text/html	etag:%22be47-68183d88-81b8f3f7cd1f4b4e;gz%22	https://html.rrdevs.net/edcare/shop-details.html	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/shop-details.html	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:27	27828/27828	---M-Z	200	added ('OK')	text/html	etag:%226cb4-68183d88-cbe6b81cbb9ab0d;gz%22	https://html.rrdevs.net/edcare/cart.html	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/cart.html	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:27	25136/25136	---M-Z	200	added ('OK')	text/html	etag:%226230-68183d88-47907c47debeb880;gz%22	https://html.rrdevs.net/edcare/wishlist.html	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/wishlist.html	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:27	38296/38296	---M-Z	200	added ('OK')	text/html	etag:%229598-68183d88-686eec00c56fb392;gz%22	https://html.rrdevs.net/edcare/checkout.html	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/checkout.html	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:28	40747/40747	---M-Z	200	added ('OK')	text/html	etag:%229f2b-68183d87-16b469081380b3a9;gz%22	https://html.rrdevs.net/edcare/about.html	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/about.html	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:28	31064/31064	---M-Z	200	added ('OK')	text/html	etag:%227958-68183d88-8d5b2692fd8a2ed0;gz%22	https://html.rrdevs.net/edcare/teachers.html	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/teachers.html	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:29	31933/31933	---M-Z	200	added ('OK')	text/html	etag:%227cbd-68183d88-bfe1e55e50c770b;gz%22	https://html.rrdevs.net/edcare/pricing.html	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/pricing.html	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:29	30970/30970	---M-Z	200	added ('OK')	text/html	etag:%2278fa-68183d88-8a4c99dbd25f8e29;gz%22	https://html.rrdevs.net/edcare/event.html	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/event.html	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:29	30569/30569	---M-Z	200	added ('OK')	text/html	etag:%227769-68183d88-dc37c0c28519674d;gz%22	https://html.rrdevs.net/edcare/event-details.html	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/event-details.html	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:30	21354/21354	---M-Z	200	added ('OK')	text/html	etag:%22536a-68183d88-5b89edab9553f10e;gz%22	https://html.rrdevs.net/edcare/error-page.html	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/error-page.html	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:30	31950/31950	---M-Z	200	added ('OK')	text/html	etag:%227cce-68183d88-6c8507e0ae9368b2;gz%22	https://html.rrdevs.net/edcare/blog-grid.html	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/blog-grid.html	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:31	33941/33941	---M-Z	200	added ('OK')	text/html	etag:%228495-68183d88-f5e0d699024ee475;gz%22	https://html.rrdevs.net/edcare/blog.html	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/blog.html	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:31	28353/28353	---M-Z	200	added ('OK')	text/html	etag:%226ec1-68183d88-88305ba091540d61;gz%22	https://html.rrdevs.net/edcare/blog-list.html	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/blog-list.html	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:31	27100/27100	---M-Z	200	added ('OK')	text/html	etag:%2269dc-68183d88-df6aa48e05d9306;gz%22	https://html.rrdevs.net/edcare/contact.html	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/contact.html	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:32	141319/141319	---M--	200	added ('OK')	image/png	etag:%2222807-68183d87-6beb15fbd12b0337;;;%22	https://html.rrdevs.net/edcare/assets/img/bg-img/page-header-bg.png	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/assets/img/bg-img/page-header-bg.png	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:32	1503/1503	---M--	200	added ('OK')	image/png	etag:%225df-68183d88-7b7b49f4c0cd364c;;;%22	https://html.rrdevs.net/edcare/assets/img/shapes/page-header-shape-1.png	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/assets/img/shapes/page-header-shape-1.png	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:32	875/875	---M--	200	added ('OK')	image/png	etag:%2236b-68183d88-7c96631410e94b09;;;%22	https://html.rrdevs.net/edcare/assets/img/shapes/page-header-shape-2.png	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/assets/img/shapes/page-header-shape-2.png	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:33	593/593	---M--	200	added ('OK')	image/png	etag:%22251-68183d88-c857c3b164a88c5b;;;%22	https://html.rrdevs.net/edcare/assets/img/shapes/page-header-shape-3.png	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/assets/img/shapes/page-header-shape-3.png	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:34	206579/206579	---M--	200	added ('OK')	image/png	etag:%22326f3-68183d87-75d94a44af1f3c64;;;%22	https://html.rrdevs.net/edcare/assets/img/blog/blog-details-img-2.png	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/assets/img/blog/blog-details-img-2.png	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:34	251560/251560	---M--	200	added ('OK')	image/png	etag:%223d6a8-68183d87-31d3b466aecc584d;;;%22	https://html.rrdevs.net/edcare/assets/img/blog/blog-details-img.png	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/assets/img/blog/blog-details-img.png	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:35	7560/7560	---M--	200	added ('OK')	image/png	etag:%221d88-68183d87-c50b8eeaf4fa6621;;;%22	https://html.rrdevs.net/edcare/assets/img/blog/sidebar-thumb-1.png	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/assets/img/blog/sidebar-thumb-1.png	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:35	7713/7713	---M--	200	added ('OK')	image/png	etag:%221e21-68183d87-b2d5ee2687b1f89b;;;%22	https://html.rrdevs.net/edcare/assets/img/blog/sidebar-thumb-2.png	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/assets/img/blog/sidebar-thumb-2.png	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:35	7412/7412	---M--	200	added ('OK')	image/png	etag:%221cf4-68183d87-1a12c7354792e597;;;%22	https://html.rrdevs.net/edcare/assets/img/blog/sidebar-thumb-3.png	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/assets/img/blog/sidebar-thumb-3.png	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:35	78607/78607	---M--	200	added ('OK')	image/png	etag:%221330f-68183d87-cf56083d8594c774;;;%22	https://html.rrdevs.net/edcare/assets/img/bg-img/footer-bg.png	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/assets/img/bg-img/footer-bg.png	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:36	4511/4511	---M-Z	404	error ('Not%20Found')	text/html	etag:%22119f-68074bd6-48ceae123dfb1535;gz%22	https://html.rrdevs.net/edcare/service.html	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/service.html	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:36	6492/6492	---M--	200	added ('OK')	image/png	etag:%22195c-68183d87-9037fd3fbc68aca9;;;%22	https://html.rrdevs.net/edcare/assets/img/images/footer-post-1.png	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/assets/img/images/footer-post-1.png	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:37	6493/6493	---M--	200	added ('OK')	image/png	etag:%22195d-68183d87-c92ac1098b701031;;;%22	https://html.rrdevs.net/edcare/assets/img/images/footer-post-2.png	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/assets/img/images/footer-post-2.png	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:37	89501/89501	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215d9d-68183d88-ffc4f71487903d66;gz%22	https://html.rrdevs.net/edcare/assets/js/vendor/jquary-3.6.0.min.js	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/assets/js/vendor/jquary-3.6.0.min.js	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:37	20106/20106	---M-Z	200	added ('OK')	application/x-javascript	etag:%224e8a-68183d88-2d408bb82e916122;gz%22	https://html.rrdevs.net/edcare/assets/js/vendor/modernizr-2.8.3-respond-1.4.2.min.js	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/assets/js/vendor/modernizr-2.8.3-respond-1.4.2.min.js	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:38	80377/80377	---M-Z	200	added ('OK')	application/x-javascript	etag:%22139f9-68183d88-761e10a976a4f0b7;gz%22	https://html.rrdevs.net/edcare/assets/js/vendor/bootstrap-bundle.js	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/assets/js/vendor/bootstrap-bundle.js	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:38	34705/34705	---M-Z	200	added ('OK')	application/x-javascript	etag:%228791-68183d88-e2877eb455fecf47;gz%22	https://html.rrdevs.net/edcare/assets/js/vendor/jquery.isotope.js	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/assets/js/vendor/jquery.isotope.js	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:38	8832/8832	---M-Z	200	added ('OK')	application/x-javascript	etag:%222280-68183d88-573c313a3bed9760;gz%22	https://html.rrdevs.net/edcare/assets/js/vendor/waypoints.min.js	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/assets/js/vendor/waypoints.min.js	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:39	51471/51471	---M-Z	200	added ('OK')	application/x-javascript	etag:%22c90f-68183d88-69efacb19d444fcf;gz%22	https://html.rrdevs.net/edcare/assets/js/vendor/moment.min.js	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/assets/js/vendor/moment.min.js	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:39	32615/32615	---M-Z	200	added ('OK')	application/x-javascript	etag:%227f67-68183d88-b912adff7dbc2de4;gz%22	https://html.rrdevs.net/edcare/assets/js/vendor/daterangepicker.min.js	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/assets/js/vendor/daterangepicker.min.js	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:40	16445/16445	---M-Z	200	added ('OK')	application/x-javascript	etag:%22403d-68183d88-e6e9831c387b7b6f;gz%22	https://html.rrdevs.net/edcare/assets/js/vendor/venobox.min.js	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/assets/js/vendor/venobox.min.js	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:40	10264/10264	---M-Z	200	added ('OK')	application/x-javascript	etag:%222818-68183d88-c64a31867236da99;gz%22	https://html.rrdevs.net/edcare/assets/js/vendor/odometer.min.js	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/assets/js/vendor/odometer.min.js	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:40	7802/7802	---M-Z	200	added ('OK')	application/x-javascript	etag:%221e7a-68183d88-157141098c18dfd0;gz%22	https://html.rrdevs.net/edcare/assets/js/vendor/countdown.js	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/assets/js/vendor/countdown.js	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:41	11546/11546	---M-Z	200	added ('OK')	application/x-javascript	etag:%222d1a-68183d88-e002b0baea1dbf0e;gz%22	https://html.rrdevs.net/edcare/assets/js/vendor/meanmenu.js	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/assets/js/vendor/meanmenu.js	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:41	23038/23038	---M-Z	200	added ('OK')	application/x-javascript	etag:%2259fe-68183d88-6e445a6ed0cf4bcb;gz%22	https://html.rrdevs.net/edcare/assets/js/vendor/smooth-scroll.js	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/assets/js/vendor/smooth-scroll.js	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:41	5600/5600	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215e0-68183d88-aadc5332be0f2361;gz%22	https://html.rrdevs.net/edcare/assets/js/vendor/imagesloaded-pkgd.js	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/assets/js/vendor/imagesloaded-pkgd.js	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:42	8157/8157	---M-Z	200	added ('OK')	application/x-javascript	etag:%221fdd-68183d88-52ccf8bc2624b218;gz%22	https://html.rrdevs.net/edcare/assets/js/vendor/wow.min.js	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/assets/js/vendor/wow.min.js	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:42	15383/15383	---M-Z	200	added ('OK')	application/x-javascript	etag:%223c17-68183d88-94d4764ab5a2a6af;gz%22	https://html.rrdevs.net/edcare/assets/js/vendor/jquery.carouselTicker.js	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/assets/js/vendor/jquery.carouselTicker.js	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:42	2945/2945	---M-Z	200	added ('OK')	application/x-javascript	etag:%22b81-68183d88-c388cd2fdab4ef89;gz%22	https://html.rrdevs.net/edcare/assets/js/vendor/nice-select.js	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/assets/js/vendor/nice-select.js	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:43	135540/135540	---M-Z	200	added ('OK')	application/x-javascript	etag:%2221174-68183d88-786e96c602e7ea73;gz%22	https://html.rrdevs.net/edcare/assets/js/vendor/swiper.min.js	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/assets/js/vendor/swiper.min.js	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:43	30024/30024	---M-Z	200	added ('OK')	application/x-javascript	etag:%227548-68183d88-d5e231f7559beacb;gz%22	https://html.rrdevs.net/edcare/assets/js/main.js	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/assets/js/main.js	(from https://html.rrdevs.net/edcare/blog-details.html)
17:50:44	104740/104740	---M--	200	added ('OK')	font/woff2	etag:%2219924-68183d87-d6df9cac356d829;;;%22	https://html.rrdevs.net/edcare/assets/fonts/fa-brands-400.woff2	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/assets/fonts/fa-brands-400.woff2	(from https://html.rrdevs.net/edcare/assets/css/fontawesome.min.css)
17:50:44	180684/180684	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%222c1cc-68183d87-5c81928630e904ce;gz%22	https://html.rrdevs.net/edcare/assets/fonts/fa-brands-400.ttf	C:/My%20Web%20Sites/WebMokProject/html.rrdevs.net/edcare/assets/fonts/fa-brands-400.ttf	(from https://html.rrdevs.net/edcare/assets/css/fontawesome.min.css)
